name,type,full_text,url,source
Snowstride (Usually Under Cold Mountains),Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> checks made on slippery surfaces and enables you to <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Trip"">trip</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Bull-Rush"">bull rush</a> opponents two size categories larger than you instead of just one.",http://www.d20pfsrd.com/traits/regional-traits/snowstride-usually-under-cold-mountains/,KOG
Sodden Child (Regional),Regional,You move normally through shallow bogs (as long as the terrain hasn’t been magically manipulated) but are still affected by deep bogs as normal.,http://www.d20pfsrd.com/traits/regional-traits/sodden-child-regional/,POW
Soldier of the Faith,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/soldier-of-the-faith-regional-razmiran/,ISP
Solidarity (City of Brass),Regional,"Any time you successfully use the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Aid-Another"">aid another</a> action to help an ally succeed at a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/escape-artist"">Escape Artist</a> check, you add a +3 bonus to this check (rather than a +2 bonus).",http://www.d20pfsrd.com/traits/regional-traits/solidarity-city-of-brass/,BOE
Sophisticated Citizen (Regional),Regional,"Choose <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local), or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a>; that skill is a class skill for you. In addition, you know one additional bonus language.",http://www.d20pfsrd.com/traits/regional-traits/sophisticated-citizen-regional/,MRM
Sound of Mind,Regional,You gain a +2 trait bonus on saving throws against mind-affecting effects.,http://www.d20pfsrd.com/traits/regional-traits/sound-of-mind-zi-ha/,DEP
Spell Duel Prodigy,Regional,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/spellcraft"">Spellcraft</a> checks to identify a spell as it is being cast and on dispel checks to <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Counterspells"">counterspell</a> a spell.",http://www.d20pfsrd.com/traits/regional-traits/spell-duel-prodigy-regional/,BOG
Spellpiercer,Regional,"You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Concentration"">concentration</a> checks when spellcasting.",http://www.d20pfsrd.com/traits/regional-traits/spellpiercer-regional/,ISP
Spiritual Forester,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (planes) checks, and one of these skills becomes a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/spiritual-forester-the-forest-of-spirits/,DEP
Stable,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> checks and a +1 trait bonus to your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuver-Bonus"">CMB</a> when attempting to resist <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Trip"">trip</a> attacks.",http://www.d20pfsrd.com/traits/regional-traits/log-roller-forest/,APG
Star Reader (Regional),Regional,"While under starlight, the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> of all your divination spells is increased by 1. If the target of your spell is a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Demon"">demon</a>, the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> is increased by 2.",http://www.d20pfsrd.com/traits/regional-traits/star-reader-regional/,DHH
Stargazer (Regional Trait),Regional,"Having spent your youth staring at the night sky, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (arcana) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature) checks. One of these skills becomes a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/stargazer-regional-trait/,BAN
Storm Hunter,Regional,"When fighting in windy weather, you treat the wind category as one level lower for the purposes of determining penalties on ranged attacks made with normal weapons.",http://www.d20pfsrd.com/traits/regional-traits/storm-hunter-hongal/,DEP
Storm Pilot,Regional,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (sailor) checks, and you treat the wind force of environmental wind effects (see Table: Wind Effects) as one step less powerful for the purposes of determining any penalties on ranged attacks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/fly"">Fly</a> checks as well as whether you would be checked or blown away.",http://www.d20pfsrd.com/traits/regional-traits/storm-pilot/,BOE
Stormrunner,Regional,"You’re accustomed to the pitch and yaw of sailing vessels, even in a storm, and gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> checks to keep your footing on uneven ground or unsteady surfaces.",http://www.d20pfsrd.com/traits/regional-traits/stormrunner-regional/,ISP
Stream Nomad (Usually Under Rivers),Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> is always a class skill for you. You increase the speed of any raft, barge, keelboat, or rowboat you pilot by 4 miles per day (1/2 mile per hour).",http://www.d20pfsrd.com/traits/regional-traits/stream-nomad-usually-under-rivers/,KOG
Suck In Your Gut (Any),Regional,"You're able to move normally when squeezing and take only a –2 penalty on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> and to AC.",http://www.d20pfsrd.com/traits/regional-traits/suck-in-your-gut-any/,KOG
Sun Orchid Harvester (Grasslands),Regional,"You gain a +1 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks made in desert environments.",http://www.d20pfsrd.com/traits/regional-traits/sun-orchid-harvester-grasslands/,DSH
Superstitious,Regional,"As long as you do not possess any levels in a class that grants arcane spellcasting power, you gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Saving-Throws"">saving throws</a> against arcane spells.",http://www.d20pfsrd.com/traits/regional-traits/superstitious-regional-realm-of-the-mammoth-lords/,ISP
Superstitious Ward,Regional,"You may cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/disrupt-undead""> disrupt undead </a> once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>. This is cast at your highest caster level gained; if you have no caster level, it functions at CL 1st.",http://www.d20pfsrd.com/traits/regional-traits/superstitious-ward-regional-ustalav/,ISP
Surface Stranger (Underground),Regional,"Your miss chance for <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Concealment"">concealment</a> or total <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Concealment"">concealment</a> due to either mundane or magical <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/darkness"">darkness</a> decreases by 10%. You are <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Dazzled"">dazzled</a> for 1 round when you are suddenly exposed to bright light.",http://www.d20pfsrd.com/traits/regional-traits/surface-stranger/,ULC
Survivalist,Regional,"You gain a +5 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> skill checks made to get along in the wild, travel in severe weather, keep from getting lost, or predict the weather.",http://www.d20pfsrd.com/traits/regional-traits/bellflowertiller/,CFG
Survivalist,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves.",http://www.d20pfsrd.com/traits/regional-traits/mana-wastes-survivalist-regional-mana-wastes/,ISP
Survivor,Regional,You gain a +1 trait bonus to initiative and Sense Motive checks. Sense Motive is always a class skill for you.,http://www.d20pfsrd.com/traits/regional-traits/survivor/,TEG
Swamp Rebel,Regional,"You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/stealth"">Stealth</a> checks in swampy terrain, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/stealth"">Stealth</a> becomes a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/swamp-rebel-wanshou/,DEP
Swamp Survivor (Marshlands),Regional,"You gain a +2 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks to find fresh water, and magical liquids in your possession gain a +2 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves to avoid being corrupted or otherwise spoiled.",http://www.d20pfsrd.com/traits/regional-traits/swamp-survivor-marshlands/,DSH
Swordsman's Page,Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Bonus"">attack bonus</a> to confirm critical hits when using an edged weapon you are proficient with.",http://www.d20pfsrd.com/traits/regional-traits/swordlord-s-page-regional/,ISP
Talented Blacksmith,Regional,"Either <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (armor) or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (weapons). Benefit : You gain a +1 trait bonus on the chosen skill, and it becomes a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/talented-blacksmith/,DEP
Tangle Guerrilla (Regional),Regional,"You can use this trap once per day within a forest. The DC for your trap is equal to 10 + half your character level + your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Wisdom-Wis-"">Wisdom</a> modifier (minimum +0), and it lasts for 1 day. If you are not a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/ranger"">ranger</a>, you can set only extraordinary traps with this feat; like all extraordinary ranger traps, this decreases the trap DC by 2.",http://www.d20pfsrd.com/traits/regional-traits/tangle-guerrilla-regional/,POW
Tattooed Wanderer,Regional,"Choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> (choose one type), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (fortuneteller), or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sleight-of-hand"">Sleight of Hand</a>. You gain a +1 trait bonus on this skill, and it is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/varisian-wanderer-regional-varisia/,ISP
Technic Tinkerer,Regional,"Choose a 0-level spell. You may cast that spell once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>. This is cast at your highest caster level gained; if you have no caster level, it functions at CL 1st.",http://www.d20pfsrd.com/traits/regional-traits/technic-tinkerer-regional/,ISP
Technological Brewmaster (Regional),Regional,"When brewing a potion, you can increase its base creation cost by 10% to brew it in half the normal amount of time. This trait does not grant the ability to brew potions.",http://www.d20pfsrd.com/traits/regional-traits/technological-brewmaster-regional/,PAP
Temple Guard,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attacks-of-Opportunity"">attacks of opportunity</a> made with polearm weapons.",http://www.d20pfsrd.com/traits/regional-traits/tianjing-temple-guard-tianjing/,DEP
The Vessel Between,Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> that would deal <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/rogue#TOC-Sneak-Attack"">sneak attack</a> damage on a hit.",http://www.d20pfsrd.com/traits/regional-traits/the-vessel-between/,POR
Thoughtful Wish-Maker (Plane of Fire),Regional,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks. Furthermore, if you succeed at a DC 25 <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> check prior to making any <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/w/wish"">wish</a> granted by an <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider</a>, you become aware of your <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/w/wish"">wish's</a> potential pitfalls. If you succeed at this check by 5 or more, you figure out how to word your <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/w/wish"">wish</a> in such a way that your words are not twisted.",http://www.d20pfsrd.com/traits/regional-traits/thoughtful-wish-maker-plane-of-fire/,BOE
Touch of the Gods,Regional,"You have the ability to stabilize a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Dying"">dying</a> creature with a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Touch-Attacks"">touch</a> as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Standard-Actions"">standard action</a>.",http://www.d20pfsrd.com/traits/regional-traits/touched-by-the-sky-regional/,ISP
Town Gossip,Regional,"Choose a community that you've lived in for at least 5 years. You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks while in that community.",http://www.d20pfsrd.com/traits/regional-traits/town-gossip-varisia/,VBL
Trained Medic,Regional,"You gain a +2 trait bonus to Heal checks to treat diseases or poisons, and Heal is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/venicaan-medic/,QGE
Trap Savvy (Any),Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (traps) checks, and gain a +1 bonus to AC against attacks by traps or on saving throws against effects created by traps.",http://www.d20pfsrd.com/traits/regional-traits/trap-savvy-any/,KOG
Traveling Merchant,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a>, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks made for business deals and transactions.",http://www.d20pfsrd.com/traits/regional-traits/thuvian-merchant-regional-thuvia/,ISP
Tribesman,Regional,"Choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/climb"">Climb</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a>. You gain a +1 trait bonus on this skill, and it is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/tribesman-regional/,ISP
True Believer,Regional,"You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Concentration"">concentration</a> checks made while casting divine spells.",http://www.d20pfsrd.com/traits/regional-traits/kwanlai-believer-kwanlai/,DEP
True Name Caller (Regional),Regional,"Choose a plane other than the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/environment/the-planes#TOC-Material-Plane1"">Material Plane</a>. When attempting to discover the true name of an <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider</a> from the chosen plane, you halve the amount of research time required and gain a +4 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (planes) check made to learn the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider's</a> name.",http://www.d20pfsrd.com/traits/regional-traits/true-name-caller-regional/,DHH
Tundra Child (Tundra or Cold Regions),Regional,"You gain a +4 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws made to resist the effects of being in cold conditions and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against cold effects.",http://www.d20pfsrd.com/traits/regional-traits/tundra-child/,ULC
Underworld Explorer,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (dungeoneering) checks, and a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks made in a specific area. One of these skills becomes class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/underworld-explorer/,DEP
Unflinching Faith,Regional,"Once per day, you may reroll a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saving throw made against an attack or effect that originates from an <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a> creature. You must decide to use this trait after the first saving throw is rolled, but before the results are revealed. You must take the result of the second roll, even if it is lower.",http://www.d20pfsrd.com/traits/regional-traits/unflinching-faith/,USH
Urchin,Regional,"You gain a +2 trait bonus on saves against fear effects, and when you do make a successful save against a fear effect, the resulting rush of bravado grants you a +1 trait bonus on attack rolls and all skill checks for the next minute.",http://www.d20pfsrd.com/traits/regional-traits/trait-regional-nightstall-urchin/,LOF
Vagabond Child (Urban),Regional,"Select one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disable-device"">Disable Device</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/escape-artist"">Escape Artist</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sleight-of-hand"">Sleight of Hand</a>. You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on checks with that skill, and it is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/vagabond-child/,ULC
Veteran Jungle Guide,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks, and a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks in jungle terrain. One of these skills becomes a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/valashmai-veteran-the-valashmai-jungle/,DEP
Viking Blood,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/viking-blood-regional/,ISP
Void Child,Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saves against fear; this bonus increases to +2 whenever you are 30 feet or farther from your nearest ally.",http://www.d20pfsrd.com/traits/regional-traits/void-child/,PST
Walking Ward,Regional,"Choose one of the following energy types: acid, cold, electricity, or fire; you gain a +1 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Saving-Throw"">saving throws</a> against spells that deal damage of this type or have this subtype.",http://www.d20pfsrd.com/traits/regional-traits/walking-ward-regional-qadira/,QGE
Wardbreaker,Regional,"Once per day, you can attempt a melee <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Touch-Attacks"">touch attack</a> against an opponent that you believe has a <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Deflection-Bonus"">deflection bonus</a> to AC. If your attack is successful, your foe's <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Deflection-Bonus"">deflection bonus</a> to AC is halved (to a minimum of +0) for a number of rounds equal to your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Charisma-Cha-"">Charisma</a> modifier. You can use this ability twice per day at 10th level and three times per day at 20th level.",http://www.d20pfsrd.com/traits/regional-traits/wardbreaker-regional/,COC
Warrior Poet,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> checks related to dwarves (dwarven history, dwarven construction, and so on) and a +1 trait bonus on <a rel=""nofollow"" target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves in any round in which you use a bardic performance ability.",http://www.d20pfsrd.com/traits/regional-traits/warrior-poet-dwarf-regional-trait/,DOG
Wary,Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on opposed <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks. One of these skills is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/wary/,POR
Wastes Explorer,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography) checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks made in the desert.",http://www.d20pfsrd.com/traits/regional-traits/mutabi-qi-explorer-shaguang/,DEP
Weed Resistance (Regional),Regional,"You gain a +3 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/afflictions/poison"">poison</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/afflictions/diseases"">disease</a> abilities and effects inflicted by creatures of the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Plant"">plant</a> type (such as a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/plants/basidirond"">basidirond’s</a> spores).",http://www.d20pfsrd.com/traits/regional-traits/weed-resistance-regional/,PAP
Well Bred,Regional,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks but take a –1 penalty on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks.",http://www.d20pfsrd.com/traits/regional-traits/well-bred/,DSH
Wharf Rat,Regional,"You gain a +2 trait bonus on skill checks involving climbing and rope use, and a +4 trait bonus on Appraise checks to determine the value of large quantities of bulk goods without opening their containers.",http://www.d20pfsrd.com/traits/regional-traits/wharf-rat/,CED
Whole-Hearted,Regional,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against charms and compulsions.",http://www.d20pfsrd.com/traits/regional-traits/whole-hearted-regional/,BOG
Winter Warrior,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/stealth"">Stealth</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks in ice- or snow-covered terrain.",http://www.d20pfsrd.com/traits/regional-traits/winter-warrior-regional-irrisen/,ISP
Winter’s Soul,Regional,"You may cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/r/ray-of-frost""> ray of frost </a> once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>. This is cast at your highest caster level gained; if you have no caster level, it functions at CL 1st.",http://www.d20pfsrd.com/traits/regional-traits/winter-s-soul-regional-irrisen/,ISP
Woodland Diplomat,Regional,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> is always a class skill for you.",http://www.d20pfsrd.com/traits/regional-traits/fangwood-diplomat-regional-nirmathas/,ISP
A Shining Beacon,Religion,"You deal an amount of additional damage equal to your weapon's <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a> modifier when you score a successful <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a> with a weapon against a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Demon"">demon</a>. This damage is added only after the damage is totaled, and is not multiplied by the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a> multiplier.",http://www.d20pfsrd.com/traits/religion-traits/a-shining-beacon/,ISG
Accident Resistant,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Reflex"">Reflex</a> saves when denied your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Dexterity-Dex-"">Dexterity</a> bonus or during a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round.",http://www.d20pfsrd.com/traits/religion-traits/accident-resistant/,ISG
Adventurous Imbiber,Religion,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/afflictions/poison"">poison</a>.",http://www.d20pfsrd.com/traits/religion-traits/adventurous-imbiber/,ISG
Affinity for the Elements,Religion,"an elemental lord to worship; once chosen, it cannot be changed. Benefit(s) Add 1 to the DC of saving throws made to resist the effects of spells cast by you that have either the air, earth, fire, or water descriptor, depending on which elemental lord you worship.",http://www.d20pfsrd.com/traits/religion-traits/affinity-for-the-elements/,ISG
