Trait List,Trait Name,Benefit,Source,Name,URL
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/contagious-mettle/"">Contagious Mettle</a>","If you follow this code, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves against fear. In addition, any allies adjacent to you receive a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Morale-Bonus"">morale bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves against fear.",KIS,Contagious Mettle,http://www.d20pfsrd.com/traits/social-traits/contagious-mettle/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/convincing-liar/"">Convincing Liar</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks and one of these skills (your choice) is a class skill for you.",CFG,Convincing Liar,http://www.d20pfsrd.com/traits/social-traits/convincing-liar/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/criminal/"">Criminal</a>","Select one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disable-device"">Disable Device</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sleight-of-hand"">Sleight of Hand</a>. You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on that skill, and it is always a class skill for you.",ULC,Criminal,http://www.d20pfsrd.com/traits/social-traits/criminal/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/cutting-condescension-social/"">Cutting Condescension</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks to force a creature to act friendly towards you, and can attempt such checks in half the normal time.",HOS,Cutting Condescension,http://www.d20pfsrd.com/traits/social-traits/cutting-condescension-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/cynical-ear-social/"">Cynical Ear</a>","Add 2 when determining your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Hit-Dice-HD-"">Hit Dice</a> for <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks, and increase the DC or all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks against you by 2.",BOG,Cynical Ear,http://www.d20pfsrd.com/traits/social-traits/cynical-ear-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/destined-diplomat/"">Destined Diplomat</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks toward <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a>, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> is always a class skill for you.",ULC,Destined Diplomat,http://www.d20pfsrd.com/traits/social-traits/destined-diplomat/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/detect-disobedience-social/"">Detect Disobedience</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks to detect when an underling is trying to hide something from you, and can attempt such checks instead of <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks to notice and react to a subordinate's surprise attack against you.",COC,Detect Disobedience,http://www.d20pfsrd.com/traits/social-traits/detect-disobedience-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/dismantle-order/"">Dismantle Order</a>","Once per day, you can use <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/detect-law"">detect law</a> as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a> (<a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> 1st). If you have levels in a class that can cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/detect-law"">detect law</a>, your <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> for this <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a> is equal to that class level.",KIS,Dismantle Order,http://www.d20pfsrd.com/traits/social-traits/dismantle-order/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/doublespeak-social/"">Doublespeak</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks to pass along secret messages.",BOG,Doublespeak,http://www.d20pfsrd.com/traits/social-traits/doublespeak-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/draconic-destiny-social/"">Draconic Destiny</a>","When <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Dying"">dying</a>, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Constitution-Con-"">Constitution</a> checks to become <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Stable"">stable</a>. In addition, you die from hit point loss only once your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a> equal or exceed a negative amount equal to your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Constitution-Con-"">Constitution</a> score + 2.",LOD,Draconic Destiny,http://www.d20pfsrd.com/traits/social-traits/draconic-destiny-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/dragon-pact-social/"">Dragon Pact</a>","Choose one category of <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon"">true dragon</a> (chromatic, metallic, primal, etc.). You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks against that category of dragon and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks against all creatures of the dragon type that are not of the same category of <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon"">true dragon</a>.",LOD,Dragon Pact,http://www.d20pfsrd.com/traits/social-traits/dragon-pact-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/dragon-hunted-social/"">Dragon-Hunted</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves against fear effects, and against any saving throw from a spell or effect created by a dragon.",LOD,Dragon-Hunted,http://www.d20pfsrd.com/traits/social-traits/dragon-hunted-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/drake-anatomist-social/"">Drake Anatomist</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on damage rolls against creatures with the dragon creature type, and a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (arcana) checks to identify <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Dragon"">dragons</a> and their special powers and <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/universal-monster-rules#TOC-Vulnerabilities-Ex-or-Su-"">vulnerabilities</a>.",LOD,Drake Anatomist,http://www.d20pfsrd.com/traits/social-traits/drake-anatomist-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/drake-trained-social/"">Drake-Trained</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks, and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on skill checks attempted as part of trying to influence a dragon.",LOD,Drake-Trained,http://www.d20pfsrd.com/traits/social-traits/drake-trained-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/ecumenical-social/"">Ecumenical</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks involving entities other than the most influential gods. You also gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks to influence worshipers of such entities.",DSD,Ecumenical,http://www.d20pfsrd.com/traits/social-traits/ecumenical-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/elemental-negotiator-social/"">Elemental Negotiator</a>","You have traveled to the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/environment/the-planes#TOC-Elemental-Planes"">Elemental Planes</a> under the protection of a powerful group of merchants or spellcasters. At character creation, you learn one of the following languages as a bonus language: Aquan, Auran, Ignan, or Terran. Additionally, your options for bonus languages from having a high <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Intelligence-Int-"">Intelligence</a> score include the other three elemental languages, in addition to those language options allowed by your race and class. You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks when using one of these languages to communicate with a creature originating from the language's corresponding <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/environment/the-planes#TOC-Elemental-Planes"">Elemental Planes</a>.",ELM,Elemental Negotiator,http://www.d20pfsrd.com/traits/social-traits/elemental-negotiator-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/enemy-of-slavers/"">Enemy of Slavers</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks made to sway the minds of slavers and anyone who otherwise keeps innocent people against their will.",KIS,Enemy of Slavers,http://www.d20pfsrd.com/traits/social-traits/enemy-of-slavers/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/etymologist-gnome-social/"">Etymologist (Gnome)</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> checks, know one additional bonus language, and treat <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> as a class skill.",GOG,Etymologist (Gnome),http://www.d20pfsrd.com/traits/social-traits/etymologist-gnome-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/excellent-penmanship-social-trait/"">Excellent Penmanship</a>","You are a master of calligraphy. The DC to detect forgeries you create increases by 2. If you attempt to persuade someone via a written message, you gain a +2 bonus on any <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> check attempted for that communication. <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> is always a class skill for you.",BAN,Excellent Penmanship,http://www.d20pfsrd.com/traits/social-traits/excellent-penmanship-social-trait/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/explorer-gnome-social/"">Explorer (Gnome)</a>","At the beginning of each character level, select one desired terrain type from the following list: <ul> <li>cold</li> <li>desert</li> <li>forest</li> <li>jungle</li> <li>mountains (including hills)</li> <li>plains</li> <li>planes (other than the Material Plane)</li> <li>swamp</li> <li>underground (including caves and dungeons)</li> <li>urban</li> <li>water</li> </ul> You gain a +2 bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks made in your desired terrain type. At the beginning of each level, you must select a new desired terrain type to replace the old one (you cannot take the same desired terrain type two levels in a row).",GOG,Explorer (Gnome),http://www.d20pfsrd.com/traits/social-traits/explorer-gnome-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/fast-talker/"">Fast-Talker</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> is always a class skill for you.",ULC,Fast-Talker,http://www.d20pfsrd.com/traits/social-traits/fast-talker/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/feral-speech/"">Feral Speech</a>","You gain one of the following languages of your choice as a bonus language: Aklo, Aquan, Auran, Giant, Ignan, or Sylvan. With your GM's permission, you can instead select Druidic, but <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/druid"">druids</a> are protective of their language—you are likely to find yourself hunted by <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/druid"">druids</a> wishing to eliminate you as a threat to their sole ownership of their secrets.",HOW,Feral Speech,http://www.d20pfsrd.com/traits/social-traits/feral-speech/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/free-spirit/"">Free Spirit</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Language-Dependent"">language-dependent</a> and effects with the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Sonic"">sonic descriptor</a>. In addition, the DC to <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> you increases by 2.",QAC,Free Spirit,http://www.d20pfsrd.com/traits/social-traits/free-spirit/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/friend-in-every-town/"">Friend in Every Town</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local) checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks. One of these skills (your choice) is always a class skill for you.",ULC,Friend in Every Town,http://www.d20pfsrd.com/traits/social-traits/friend-in-every-town/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/friends-in-high-places/"">Friends in High Places</a>","Whenever you are in an area in which you have used the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> skill to gather information, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks. This bonus increases to +2 when dealing with government officials.",QAC,Friends in High Places,http://www.d20pfsrd.com/traits/social-traits/friends-in-high-places/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/friends-in-low-places-social/"">Friends in Low Places</a>","Gathering information in lower quarters, such as vice dens and poorer districts, takes you 1d2 hours (instead of 1d4 hours). In addition, the attitudes of any destitute or impoverished NPCs you interact with begin one step closer to helpful.",BOG,Friends in Low Places,http://www.d20pfsrd.com/traits/social-traits/friends-in-low-places-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/fury-of-the-red-social/"">Fury of the Red</a>","If you ever take a class that requires you to select a draconic heritage, you must select a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-red"">red dragon</a> as your type. After successfully completing a charge attack, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves for a full round.",LOD,Fury of the Red,http://www.d20pfsrd.com/traits/social-traits/fury-of-the-red-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/gesture-expertise-social-trait/"">Gesture Expertise</a>","You can use a sign language or gestural system to send complex messages quickly in combat, and with a successful DC 15 <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> check, you can express yourself clearly enough to communicate basic messages to people who do not understand your gestures. You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> to send secret messages via gestures using the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> skill, and to understand gestures with the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> skill.",BLM,Gesture Expertise,http://www.d20pfsrd.com/traits/social-traits/gesture-expertise-social-trait/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/gifted-smuggler-social/"">Gifted Smuggler</a>","You have a knack for hiding goods on your person. Any small object you attempt to hide on your body is treated as an extraordinarily small object for the purpose of <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sleight-of-hand"">Sleight of Hand</a> checks.",AAR,Gifted Smuggler,http://www.d20pfsrd.com/traits/social-traits/gifted-smuggler-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/businessman-gnome-social/"">Gnomish Alchemist</a>","You gain a +2 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (alchemy) checks.",GOG,Gnomish Alchemist,http://www.d20pfsrd.com/traits/social-traits/businessman-gnome-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/gregarious/"">Gregarious</a>","Once per day, when you attempt a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> check to improve a creature's attitude toward you, you may choose to reroll the check after the first roll is made but before the results are revealed. You must take the second result, even if it is worse.",QAC,Gregarious,http://www.d20pfsrd.com/traits/social-traits/gregarious/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/grief-filled/"">Grief-Filled</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all saving throws against emotion spells and effects.",ULC,Grief-Filled,http://www.d20pfsrd.com/traits/social-traits/grief-filled/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/grim-optimi/"">Grim Optimism</a>","As a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Standard-Actions"">standard action</a>, you can joke about a troublesome situation to lighten the load of dealing with it for yourself and others. You and all allies within 30 feet who can hear you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Morale-Bonus"">morale bonus</a> on saving throws against fear and pain effects for 1d4 rounds. A character cannot benefit from this effect more than once in 24 hours.",QAC,Grim Optimism,http://www.d20pfsrd.com/traits/social-traits/grim-optimi/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/hardly-a-fool-social/"">Hardly a Fool</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Illusion"">illusion</a> effects.",COP,Hardly a Fool,http://www.d20pfsrd.com/traits/social-traits/hardly-a-fool-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/harvester/"">Harvester</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (tanner) or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (<a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/lurking-ray/trapper"">trapper</a>) checks, and you may make these checks as if you were trained in the skill even if you have no ranks. Additionally, you do not risk poisoning yourself whenever you handle or apply <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/afflictions/poison"">poison</a> taken from a venomous creature.",ULC,Harvester,http://www.d20pfsrd.com/traits/social-traits/harvester/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/hellknight-ancestry/"">Hell Knight Ancestry</a>",You gain a +2 trait bonus on Diplomacy checks to influence Hell Knights and a +2 trait bonus on Intimidate checks to influence enemies of the Hell Knights.,CED,Hell Knight Ancestry,http://www.d20pfsrd.com/traits/social-traits/hellknight-ancestry/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/hunter-s-blood/"">Hunter's Blood</a>","You earn a +1 trait bonus on Diplomacy when used to gather information, Knowledge (religion), and Survival when used for tracking when related to an undead quarry. Choose one as these as a class skill. The undead have a +1 bonus on any roll to learn about you, as your family’s fame precedes you.",WAY,Hunter's Blood,http://www.d20pfsrd.com/traits/social-traits/hunter-s-blood/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/imposing-scion/"">Imposing Scion</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks. If your <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/sorcerer#TOC-Bloodline"">bloodline</a> is keyed to a specific creature type, your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> increases to +2 when interacting with creatures of that type.",ULC,Imposing Scion,http://www.d20pfsrd.com/traits/social-traits/imposing-scion/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/inexorable-authority-social/"">Inexorable Authority</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks when enforcing or pronouncing a lawful judgment that you're legitimately deputed to enforce or pronounce.",COB,Inexorable Authority,http://www.d20pfsrd.com/traits/social-traits/inexorable-authority-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/influence/"">Influence</a>","Choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a>. You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on that skill, and it is always a class skill for you.",ULC,Influence,http://www.d20pfsrd.com/traits/social-traits/influence/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/keen-ear-social/"">Keen Ear</a>","You can always take 10 on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks, even when stress and distractions would normally prevent you from doing so.",HOS,Keen Ear,http://www.d20pfsrd.com/traits/social-traits/keen-ear-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/king-in-waiting-social/"">King in Waiting</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saves to resist curses and spells with the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Curse"">curse descriptor</a> and a +3 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saves to resist curses originating from a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm"">linnorm</a>.",LOD,King in Waiting,http://www.d20pfsrd.com/traits/social-traits/king-in-waiting-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/knowing-the-enemy/"">Knowing the Enemy</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on checks with the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> skill corresponding to your first <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/ranger#TOC-Favored-Enemy-Ex-"">favored enemy</a> choice, and that <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> skill is always a class skill for you.",ULC,Knowing the Enemy,http://www.d20pfsrd.com/traits/social-traits/knowing-the-enemy/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/law-enforcer/"">Law Enforcer</a>","You receive a +2 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks to gain a hunch from social situations, and begin play with a pair of masterwork manacles.",KIS,Law Enforcer,http://www.d20pfsrd.com/traits/social-traits/law-enforcer/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/life-of-toil/"">Life of Toil</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves.",ULC,Life of Toil,http://www.d20pfsrd.com/traits/social-traits/life-of-toil/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/lost-nobility/"">Lost Nobility</a>",You gain a +1 trait bonus on attack and damage rolls against government officials of your homeland.,CED,Lost Nobility,http://www.d20pfsrd.com/traits/social-traits/lost-nobility/
